"ID";"word";"word_url";"Translation";"POS";"Phonetic_Transcription";"Meaning";"Phrase";"Translation_Phrase";"Example";"Example_Phrase";"sPhrase";"sExample";"Image";"Credits";"Tags"
"stream__05__verb";"to stream";"stream";"corrente";"verb";" /striːm/";"verb
[POUR]
[intransitive always + adverb/preposition] To flow quickly and in great amounts. (SYN pour)
— [noun] streaming";"Water came streaming out of the burst pipe.";"A água jorrou do cano estourado.";"Water came streaming out of the burst pipe.";"A água jorrou do cano estourado.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb POUR intransitive"
"stream__06__verb";"to stream";"stream";"fluir";"verb";" /striːm/";"verb
[FLOW]
[intransitive always + adverb/preposition] To move in a continuous flow in the same direction.
— [noun] streaming";"People streamed past us on all sides.";"As pessoas passavam por nós por todos os lados.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb FLOW intransitive"
"stream__07__verb";"to stream";"stream";"fluxo";"verb";" /striːm/";"verb
[GIVE OUT LIQUID]
[intransitive, transitive] [British English] To produce a continuous flow of liquid.
— [noun] streaming";"When i got up, my face was streaming with blood.";"Quando me levantei, meu rosto estava escorrendo sangue.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb intransitive, transitive British"
"stream__08__verb";"to stream";"stream";"fluir";"verb";" /striːm/";"verb
[LIGHT]
[intransitive always + adverb/preposition] If light streams somewhere, it shines through an opening into a place or onto a surface. (SYN flood)
— [noun] streaming";"The first rays of morning sunlight streamed through the open doorway.";"Os primeiros raios de sol da manhã entravam pela porta aberta.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb LIGHT intransitive"
"stream__09__verb";"to stream";"stream";"fluir";"verb";" /striːm/";"verb
[MOVE FREELY]
[intransitive always + adverb/preposition, usually in progressive] To move freely in a current of wind or water.
— [noun] streaming";"Elise ran, her hair streaming out behind her.";"Elise correu, seu cabelo esvoaçando atrás dela.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb MOVE FREELY intransitive adverb/preposition, usually in progressive"
"stream__10__verb";"to stream";"stream";"transmitir";"verb";" /striːm/";"verb
[COMPUTER]
[transitive] If you stream sound or video, you play it on your computer while it is being downloaded from the internet, rather than saving it as a file and then playing it.
— [noun] streaming";"I love streaming live concerts because I can watch my favorite bands perform in real-time and feel like I'm right there in the front row, singing along with the crowd.";"Adoro transmitir shows ao vivo porque posso assistir minhas bandas favoritas tocando em tempo real e me sentir como se estivesse na primeira fila, cantando junto com a multidão.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb COMPUTER transitive"
"stream__11__verb";"to stream";"stream";"classificar";"verb";" /striːm/";"verb
[SCHOOL]
[transitive] [British English] To put school children in groups according to their ability.
— [noun] streaming";"The teacher streamed the students based on their strengths and interests, creating a dynamic learning environment where each group could thrive.";"O professor transmitiu os alunos com base em seus pontos fortes e interesses, criando um ambiente de aprendizado dinâmico onde cada grupo poderia prosperar.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb SCHOOL transitive British"
"strike__01__verb";"to strike";"strike";"bater";"verb";" /straɪk/";"verb  (past tense and past participle struck /strʌk/)
[HIT]
[transitive] To hit or fall against the surface of something.";"She fell heavily, striking her head against the side of the boat.";"Ela caiu pesadamente, batendo a cabeça contra a lateral do barco.";"The last rays of the setting sun struck the windows.";"Os últimos raios do sol poente batiam nas janelas.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb HIT transitive"
"strike__02__verb";"to strike";"strike";"bater";"verb";" /straɪk/";"verb  (past tense and past participle struck /strʌk/)
[HIT WITH HAND/WEAPON ETC]
[transitive] To deliberately hit someone or something with your hand or a weapon.";"Paul struck him a blow to the head.";"Paulo deu-lhe um golpe na cabeça.";"She struck him hard across the face.";"Ela o golpeou com força no rosto.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"strike__03__verb";"to strike";"strike";"chamar a atenção";"verb";" /straɪk/";"verb  (past tense and past participle struck /strʌk/)
[THOUGHT/IDEA]
[transitive] If something strikes you, you think of it, notice it, or realize that it is important, interesting, true etc.";"It struck her that losing the company might be the least of her worries.";"Ocorreu-lhe que perder a empresa poderia ser a menor de suas preocupações.";"It struck her that losing the company might be the least of her worries.";"Ocorreu-lhe que perder a empresa poderia ser a menor de suas preocupações.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb THOUGHT IDEA transitive"
"strike__04__verb";"to strike";"strike";"fazer greve";"verb";" /straɪk/";"verb  (past tense and past participle struck /strʌk/)
[STOP WORK]
[intransitive] If a group of workers strike, they stop working as a protest against something relating to their work, for example how much they are paid, bad working conditions etc.";"They’re striking for the right to have their trade union recognized in law.";"Eles estão em greve pelo direito de ter seu sindicato reconhecido por lei.";"They’re striking for the right to have their trade union recognized in law.";"Eles estão em greve pelo direito de ter seu sindicato reconhecido por lei.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb STOP WORK intransitive"
"strike__05__verb";"to strike";"strike";"atacar";"verb";" /straɪk/";"verb  (past tense and past participle struck /strʌk/)
[ATTACK]
[intransitive, transitive] To attack someone, especially suddenly.";"Guerrillas struck a un camp, killing 75.";"Os guerrilheiros atacaram um acampamento da ONU, matando 75 pessoas.";"Guerrillas struck a un camp, killing 75.";"Os guerrilheiros atacaram um acampamento da ONU, matando 75 pessoas.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb ATTACK intransitive, transitive"
